client_number,Attrition_Flag,Customer_Age,Gender,Education_Level,Marital_Status,Income_Category,Card_Category,Credit_Limit,Total_Revolving_Bal,Avg_Utilization_Ratio
713492583,"Attrited Customer",34,F,Graduate,Married,"Less than $40K",Blue,5845,0,0
714058308,"Attrited Customer",43,F,Uneducated,Single,"Less than $40K",Blue,2689,2384,0.887
713114133,"Attrited Customer",42,F,Uneducated,Single,"Less than $40K",Blue,1443,0,0
709495833,"Attrited Customer",44,F,Graduate,Single,"Less than $40K",Blue,1438,0,0
717575958,"Attrited Customer",50,F,Post-Graduate,Married,"$40K - $60K",Blue,1694,479,0.283
714406158,"Attrited Customer",53,F,"High School",Divorced,Unknown,Blue,7939,0,0
708681708,"Attrited Customer",51,F,Unknown,Single,"Less than $40K",Blue,3245,0,0
711468708,"Attrited Customer",38,F,"High School",Single,"$40K - $60K",Blue,1438,0,0
821724483,"Attrited Customer",48,M,Unknown,Single,"$40K - $60K",Blue,11272,1744,0.155
779841483,"Attrited Customer",55,F,Doctorate,Married,Unknown,Blue,12972,1424,0.11
710138883,"Attrited Customer",47,F,Graduate,Unknown,"Less than $40K",Blue,8109,0,0
709112508,"Attrited Customer",42,F,College,Single,"Less than $40K",Blue,3802,1300,0.342
718160358,"Attrited Customer",51,F,Graduate,Married,"Less than $40K",Blue,1438,0,0
719325783,"Attrited Customer",65,M,Unknown,Single,"Less than $40K",Blue,2954,2517,0.852
713980383,"Attrited Customer",49,F,Graduate,Single,Unknown,Blue,11025,0,0
826077033,"Attrited Customer",46,F,Unknown,Married,"Less than $40K",Blue,2002,0,0
715194183,"Attrited Customer",53,F,Unknown,Single,"Less than $40K",Blue,2575,411,0.16
713826183,"Attrited Customer",41,M,"High School",Unknown,"$40K - $60K",Blue,1639,0,0
780292683,"Attrited Customer",55,M,Uneducated,Single,"$120K +",Blue,24542,2354,0.096
711116133,"Attrited Customer",50,F,Uneducated,Single,"Less than $40K",Blue,1838,0,0
708584208,"Attrited Customer",36,F,Graduate,Unknown,"Less than $40K",Blue,3111,2517,0.809
713096583,"Attrited Customer",40,F,"High School",Single,"Less than $40K",Blue,1438,544,0.378
756025233,"Attrited Customer",43,F,Uneducated,Single,"Less than $40K",Blue,2422,1014,0.419
711977508,"Attrited Customer",56,F,Uneducated,Single,"Less than $40K",Blue,1440,1211,0.841
710666583,"Attrited Customer",29,F,Uneducated,Single,"Less than $40K",Blue,2516,2312,0.919
712369308,"Attrited Customer",48,F,Doctorate,Divorced,"$40K - $60K",Blue,3646,1047,0.287
712721358,"Attrited Customer",48,F,Uneducated,Divorced,"Less than $40K",Blue,4073,2517,0.618
717336408,"Attrited Customer",51,F,Doctorate,Single,"Less than $40K",Blue,1952,1411,0.723
708731658,"Attrited Customer",53,F,"High School",Married,"Less than $40K",Blue,1438,0,0
708706833,"Attrited Customer",39,F,Uneducated,Divorced,Unknown,Blue,2809,0,0
715954158,"Attrited Customer",48,M,Post-Graduate,Married,"$40K - $60K",Blue,2954,931,0.315
715499058,"Attrited Customer",36,F,"High School",Married,"$40K - $60K",Blue,1848,0,0
709199358,"Attrited Customer",60,M,Uneducated,Married,"Less than $40K",Blue,3316,0,0
821889858,"Attrited Customer",50,F,Doctorate,Single,Unknown,Blue,1970,1477,0.75
720296808,"Attrited Customer",52,F,Graduate,Married,Unknown,Blue,4173,1771,0.424
709283358,"Attrited Customer",43,F,Unknown,Married,"Less than $40K",Blue,2895,0,0
789481233,"Attrited Customer",39,M,"High School",Married,"$40K - $60K",Blue,2220,0,0
710661333,"Attrited Customer",55,F,Unknown,Single,Unknown,Blue,10241,1545,0.151
710570058,"Attrited Customer",44,F,Graduate,Single,"Less than $40K",Blue,3101,0,0
771284658,"Attrited Customer",47,F,Unknown,Married,"Less than $40K",Blue,1850,896,0.484
802247658,"Attrited Customer",59,M,Uneducated,Single,"$40K - $60K",Blue,2699,2422,0.897
713590158,"Attrited Customer",41,M,Graduate,Single,"$60K - $80K",Blue,5045,2080,0.412
715547058,"Attrited Customer",35,F,Graduate,Married,"Less than $40K",Blue,2089,0,0
720531633,"Attrited Customer",55,F,Graduate,Unknown,"Less than $40K",Blue,3552,2517,0.709
718508883,"Attrited Customer",43,F,Unknown,Single,"Less than $40K",Blue,2325,238,0.102
716107158,"Attrited Customer",32,F,Graduate,Single,"Less than $40K",Blue,3983,431,0.108
720234708,"Attrited Customer",45,M,"High School",Single,"$120K +",Blue,15490,0,0
716136333,"Attrited Customer",40,F,Uneducated,Single,"Less than $40K",Blue,4212,2517,0.598
718296558,"Attrited Customer",44,F,Unknown,Married,"$40K - $60K",Blue,1691,1327,0.785
780086658,"Attrited Customer",43,M,Doctorate,Unknown,"$60K - $80K",Blue,18229,0,0
715487733,"Attrited Customer",44,F,Graduate,Married,"$40K - $60K",Blue,1452,0,0
708154833,"Attrited Customer",39,F,Graduate,Single,"Less than $40K",Blue,1438,811,0.564
788941983,"Attrited Customer",36,F,Graduate,Single,"$40K - $60K",Blue,2013,0,0
714614133,"Attrited Customer",53,F,Unknown,Married,"Less than $40K",Blue,2819,0,0
775152708,"Attrited Customer",49,M,Post-Graduate,Unknown,"$80K - $120K",Blue,20769,901,0.043
714487458,"Attrited Customer",49,F,Graduate,Divorced,"$40K - $60K",Blue,2920,0,0
711390333,"Attrited Customer",59,M,Post-Graduate,Married,"$80K - $120K",Blue,6526,489,0.075
787974108,"Attrited Customer",37,F,"High School",Single,"$40K - $60K",Blue,1793,792,0.442
710729358,"Attrited Customer",40,F,"High School",Single,Unknown,Blue,6479,0,0
717477783,"Attrited Customer",49,F,Unknown,Single,"Less than $40K",Silver,10195,2389,0.234
789942033,"Attrited Customer",43,M,Graduate,Single,"$60K - $80K",Blue,10573,0,0
717949008,"Attrited Customer",40,F,"High School",Single,"$40K - $60K",Blue,1554,412,0.265
712734933,"Attrited Customer",43,F,College,Married,"Less than $40K",Blue,4020,0,0
713163258,"Attrited Customer",38,F,Unknown,Married,Unknown,Blue,3388,0,0
713334483,"Attrited Customer",46,M,Post-Graduate,Single,"$60K - $80K",Blue,8766,0,0
713025558,"Attrited Customer",53,F,Doctorate,Single,"Less than $40K",Blue,1438,0,0
809565183,"Attrited Customer",52,F,Graduate,Single,"Less than $40K",Blue,1842,625,0.339
713685033,"Attrited Customer",44,F,Graduate,Married,"Less than $40K",Blue,2417,0,0
720941433,"Attrited Customer",53,F,"High School",Married,"Less than $40K",Blue,1547,0,0
787493808,"Attrited Customer",48,F,Graduate,Unknown,"Less than $40K",Blue,2700,2480,0.919
711151383,"Attrited Customer",34,F,Post-Graduate,Single,"Less than $40K",Blue,2066,347,0.168
715297908,"Attrited Customer",41,F,College,Unknown,Unknown,Blue,1438,1125,0.782
718812708,"Attrited Customer",57,M,Graduate,Single,"$120K +",Blue,34516,219,0.006
709505808,"Attrited Customer",45,F,College,Single,Unknown,Blue,4345,2198,0.506
711267633,"Attrited Customer",50,F,Graduate,Divorced,"Less than $40K",Blue,4248,316,0.074
720963258,"Attrited Customer",52,F,College,Married,"Less than $40K",Blue,3474,0,0
714634983,"Attrited Customer",44,F,Unknown,Single,Unknown,Blue,3517,0,0
709005633,"Attrited Customer",62,M,"High School",Single,"$60K - $80K",Blue,18734,0,0
709460883,"Attrited Customer",38,F,Doctorate,Married,"Less than $40K",Blue,1614,0,0
787665258,"Attrited Customer",47,F,Unknown,Married,"Less than $40K",Blue,1438,0,0
816850458,"Attrited Customer",33,M,Unknown,Married,"$60K - $80K",Blue,1698,0,0
793712658,"Attrited Customer",52,M,Graduate,Married,"$80K - $120K",Blue,15011,2517,0.168
720085233,"Attrited Customer",51,F,Doctorate,Divorced,Unknown,Blue,8930,2517,0.282
827898033,"Attrited Customer",54,F,Uneducated,Married,Unknown,Blue,2912,0,0
713952558,"Attrited Customer",53,F,Doctorate,Single,Unknown,Blue,1790,1474,0.823
771733608,"Attrited Customer",47,F,Graduate,Married,"$40K - $60K",Blue,1438,0,0
712849158,"Attrited Customer",55,M,"High School",Divorced,"$80K - $120K",Blue,19793,2488,0.126
711535158,"Attrited Customer",46,F,College,Unknown,Unknown,Blue,2197,461,0.21
718311933,"Attrited Customer",53,F,Doctorate,Married,"Less than $40K",Blue,3719,2517,0.677
718404783,"Attrited Customer",59,F,Unknown,Married,Unknown,Blue,6996,0,0
817332483,"Attrited Customer",63,M,Doctorate,Single,Unknown,Blue,7306,0,0
710015733,"Attrited Customer",41,F,Doctorate,Divorced,"Less than $40K",Blue,2029,621,0.306
794965233,"Attrited Customer",51,F,Graduate,Married,"Less than $40K",Silver,13199,781,0.059
720930633,"Attrited Customer",58,F,"High School",Single,"Less than $40K",Blue,1977,0,0
710136258,"Attrited Customer",33,F,Graduate,Single,"Less than $40K",Blue,1806,0,0
822132858,"Attrited Customer",41,M,Uneducated,Married,"$80K - $120K",Blue,23250,0,0
713526258,"Attrited Customer",47,M,Uneducated,Single,"$120K +",Blue,34516,0,0
780584658,"Attrited Customer",33,F,Uneducated,Unknown,"$40K - $60K",Blue,1843,1293,0.702
709612983,"Attrited Customer",41,F,Graduate,Married,"$40K - $60K",Blue,2990,1828,0.611
709688883,"Attrited Customer",45,M,"High School",Unknown,"$80K - $120K",Blue,3845,0,0
708692583,"Attrited Customer",44,F,"High School",Single,"Less than $40K",Blue,1506,168,0.112
713815383,"Attrited Customer",53,M,"High School",Single,"$80K - $120K",Blue,11778,0,0
717450633,"Attrited Customer",47,M,Uneducated,Single,"$60K - $80K",Blue,1659,1544,0.931
717646983,"Attrited Customer",59,F,Graduate,Single,"Less than $40K",Blue,3214,424,0.132
778837083,"Attrited Customer",50,M,Graduate,Married,"$80K - $120K",Blue,12906,321,0.025
768632958,"Attrited Customer",59,F,Graduate,Single,Unknown,Blue,8708,1091,0.125
715622508,"Attrited Customer",52,M,Unknown,Married,"$80K - $120K",Blue,7904,0,0
708946008,"Attrited Customer",46,F,College,Married,"Less than $40K",Blue,1438,1214,0.844
814840833,"Attrited Customer",44,M,Doctorate,Married,"$120K +",Blue,7924,2517,0.318
712110333,"Attrited Customer",37,F,"High School",Single,Unknown,Blue,2179,0,0
718673358,"Attrited Customer",35,M,Doctorate,Married,"$80K - $120K",Blue,13590,1528,0.112
712479633,"Attrited Customer",31,F,Unknown,Single,"Less than $40K",Blue,1695,0,0
716643033,"Attrited Customer",41,F,Graduate,Married,"Less than $40K",Blue,2580,2137,0.828
713573508,"Attrited Customer",41,M,Graduate,Unknown,"$40K - $60K",Silver,16509,425,0.026
709430508,"Attrited Customer",40,M,"High School",Unknown,"$40K - $60K",Blue,7316,1335,0.182
713314533,"Attrited Customer",40,M,Unknown,Single,"$60K - $80K",Blue,12283,0,0
713679633,"Attrited Customer",41,F,Graduate,Married,"Less than $40K",Blue,1438,0,0
814191333,"Attrited Customer",55,M,Unknown,Divorced,"$120K +",Blue,24250,278,0.011
755996583,"Attrited Customer",57,F,Uneducated,Single,"Less than $40K",Blue,2475,0,0
717074283,"Attrited Customer",45,F,Graduate,Divorced,Unknown,Blue,17678,0,0
715960308,"Attrited Customer",53,F,Graduate,Divorced,"Less than $40K",Blue,4090,2517,0.615
789923058,"Attrited Customer",53,F,"High School",Married,"$40K - $60K",Blue,1816,0,0
779269158,"Attrited Customer",43,F,Graduate,Married,Unknown,Blue,21961,0,0
778289883,"Attrited Customer",42,F,Graduate,Unknown,"Less than $40K",Blue,1507,0,0
769053033,"Attrited Customer",44,F,Graduate,Single,"$40K - $60K",Blue,4142,2517,0.608
768162108,"Attrited Customer",49,M,College,Married,"$120K +",Blue,4781,0,0
714581358,"Attrited Customer",48,F,Graduate,Single,"Less than $40K",Blue,1502,0,0
772394883,"Attrited Customer",60,F,Uneducated,Single,Unknown,Blue,7359,0,0
771899433,"Attrited Customer",48,M,Graduate,Married,"$80K - $120K",Blue,7970,2434,0.305
709711758,"Attrited Customer",45,F,Uneducated,Divorced,"Less than $40K",Blue,1942,0,0
721137558,"Attrited Customer",40,M,Graduate,Divorced,"$40K - $60K",Blue,5821,894,0.154
709729533,"Attrited Customer",47,M,Uneducated,Single,"$40K - $60K",Blue,1809,457,0.253
720991833,"Attrited Customer",48,F,Doctorate,Married,"Less than $40K",Blue,2514,2090,0.831
714102183,"Attrited Customer",50,M,Uneducated,Single,"$120K +",Blue,7970,2282,0.286
715410783,"Attrited Customer",55,F,Unknown,Single,"Less than $40K",Blue,1836,572,0.312
767668908,"Attrited Customer",46,F,Graduate,Married,Unknown,Blue,13095,1836,0.14
714246333,"Attrited Customer",58,F,"High School",Married,Unknown,Blue,5396,1803,0.334
755661933,"Attrited Customer",48,F,Graduate,Single,"$40K - $60K",Blue,1899,671,0.353
716669658,"Attrited Customer",51,F,"High School",Single,"Less than $40K",Blue,2006,1608,0.802
802673508,"Attrited Customer",57,M,Graduate,Single,"$120K +",Blue,8760,0,0
721032633,"Attrited Customer",55,F,Unknown,Single,"$40K - $60K",Blue,2496,1999,0.801
718890933,"Attrited Customer",45,F,Doctorate,Married,"Less than $40K",Blue,1438,0,0
714006333,"Attrited Customer",42,F,Graduate,Married,"Less than $40K",Blue,2128,528,0.248
770596458,"Attrited Customer",45,F,Doctorate,Married,"Less than $40K",Blue,2704,2262,0.837
709534083,"Attrited Customer",58,F,Uneducated,Divorced,"Less than $40K",Blue,9909,0,0
708949908,"Attrited Customer",50,M,Graduate,Divorced,"$120K +",Blue,1656,0,0
779310033,"Attrited Customer",42,F,Doctorate,Married,"Less than $40K",Blue,4304,0,0
714192933,"Attrited Customer",55,F,Graduate,Single,"Less than $40K",Blue,2060,0,0
796931508,"Attrited Customer",42,M,"High School",Unknown,"$60K - $80K",Blue,1871,0,0
714287583,"Attrited Customer",41,F,Unknown,Married,"Less than $40K",Blue,1438,0,0
718975083,"Attrited Customer",47,F,Graduate,Single,"Less than $40K",Blue,2473,0,0
714031083,"Attrited Customer",46,F,Graduate,Unknown,Unknown,Blue,8869,0,0
772442883,"Attrited Customer",51,F,Graduate,Married,Unknown,Blue,3853,696,0.181
716570958,"Attrited Customer",50,M,Post-Graduate,Divorced,"$60K - $80K",Blue,14409,511,0.035
710116833,"Attrited Customer",59,F,"High School",Single,"$40K - $60K",Blue,1665,0,0
815908908,"Attrited Customer",47,F,Uneducated,Single,Unknown,Blue,6263,2517,0.402
721527858,"Attrited Customer",52,F,"High School",Married,"Less than $40K",Blue,2003,1735,0.866
712927383,"Attrited Customer",51,F,Uneducated,Single,"Less than $40K",Blue,1438,642,0.446
711430908,"Attrited Customer",45,F,Graduate,Married,"Less than $40K",Blue,1438,0,0
779530908,"Attrited Customer",48,F,Unknown,Divorced,"Less than $40K",Blue,1438,0,0
809849358,"Attrited Customer",55,F,Graduate,Divorced,"Less than $40K",Blue,1720,0,0
721228308,"Attrited Customer",47,F,"High School",Married,"Less than $40K",Blue,3899,0,0
708708858,"Attrited Customer",50,F,Graduate,Single,"Less than $40K",Blue,2422,502,0.207
789328083,"Attrited Customer",42,F,"High School",Married,"Less than $40K",Blue,3454,0,0
716421633,"Attrited Customer",43,F,Graduate,Married,"Less than $40K",Blue,3523,0,0
809559933,"Attrited Customer",45,F,Graduate,Married,Unknown,Blue,4462,706,0.158
789662283,"Attrited Customer",50,F,"High School",Married,"Less than $40K",Blue,2140,0,0
711527508,"Attrited Customer",46,F,"High School",Married,"$40K - $60K",Blue,8583,0,0
787505133,"Attrited Customer",36,M,College,Married,"$120K +",Blue,11316,1599,0.141
719018208,"Attrited Customer",52,F,Doctorate,Married,Unknown,Blue,7210,0,0
770968383,"Attrited Customer",41,M,Graduate,Married,"$80K - $120K",Silver,34516,825,0.024
771723408,"Attrited Customer",37,F,Unknown,Single,"Less than $40K",Blue,1690,0,0
713569158,"Attrited Customer",43,F,"High School",Single,"$40K - $60K",Blue,1654,1474,0.891
718626033,"Attrited Customer",47,M,"High School",Married,"$60K - $80K",Blue,10061,0,0
714010383,"Attrited Customer",47,F,Uneducated,Single,Unknown,Blue,3502,0,0
712578933,"Attrited Customer",35,F,"High School",Married,"$40K - $60K",Blue,1438,0,0
711144183,"Attrited Customer",55,F,Graduate,Married,Unknown,Blue,2815,1848,0.656
785262333,"Attrited Customer",46,M,Uneducated,Unknown,"$40K - $60K",Blue,6185,1960,0.317
719073483,"Attrited Customer",45,M,Uneducated,Married,"$80K - $120K",Blue,9234,0,0
719084358,"Attrited Customer",55,F,Graduate,Married,"Less than $40K",Blue,4232,0,0
712434708,"Attrited Customer",52,F,"High School",Married,"Less than $40K",Blue,3302,2517,0.762
708412758,"Attrited Customer",33,F,Graduate,Single,"Less than $40K",Blue,1457,0,0
713158083,"Attrited Customer",56,M,"High School",Single,"$120K +",Blue,7327,0,0
720010608,"Attrited Customer",37,M,Unknown,Single,"$40K - $60K",Blue,10226,0,0
711939558,"Attrited Customer",37,F,Unknown,Single,"Less than $40K",Blue,1534,0,0
716924958,"Attrited Customer",65,F,Graduate,Single,"Less than $40K",Blue,6812,1926,0.283
711531858,"Attrited Customer",48,F,Unknown,Married,"Less than $40K",Blue,2447,1267,0.518
819943458,"Attrited Customer",57,M,Graduate,Single,"$120K +",Blue,34516,1000,0.029
772073508,"Attrited Customer",52,F,College,Single,"Less than $40K",Blue,1764,0,0
721351983,"Attrited Customer",43,F,Uneducated,Married,"Less than $40K",Blue,3492,2517,0.721
714477408,"Attrited Customer",36,F,"High School",Married,"Less than $40K",Blue,2977,1340,0.45
711801933,"Attrited Customer",54,F,"High School",Single,"$40K - $60K",Blue,1438,0,0
716282208,"Attrited Customer",54,F,Post-Graduate,Married,"Less than $40K",Blue,1638,0,0
714045783,"Attrited Customer",37,F,Graduate,Married,"$40K - $60K",Blue,2547,1965,0.771
720243933,"Attrited Customer",47,M,Uneducated,Married,"$60K - $80K",Blue,1789,0,0
716272158,"Attrited Customer",41,F,College,Married,"$40K - $60K",Blue,4312,2517,0.584
714602658,"Attrited Customer",39,F,Graduate,Married,"Less than $40K",Blue,1462,0,0
712446783,"Attrited Customer",50,F,Graduate,Married,"Less than $40K",Blue,4038,1530,0.379
720049083,"Attrited Customer",35,F,Unknown,Divorced,Unknown,Blue,1438,0,0
816378033,"Attrited Customer",46,M,Uneducated,Single,"$80K - $120K",Gold,34516,1104,0.032
827451333,"Attrited Customer",54,F,Uneducated,Married,"Less than $40K",Blue,2247,0,0
717202083,"Attrited Customer",46,M,Unknown,Single,"$80K - $120K",Blue,7077,0,0
789122808,"Attrited Customer",41,F,College,Married,"$40K - $60K",Blue,3281,0,0
711507783,"Attrited Customer",54,F,Doctorate,Single,"Less than $40K",Blue,1694,0,0
716856408,"Attrited Customer",39,F,Graduate,Single,"Less than $40K",Blue,1438,0,0
720124758,"Attrited Customer",49,M,Uneducated,Married,"$80K - $120K",Blue,2509,450,0.179
782802033,"Attrited Customer",45,F,Unknown,Married,"Less than $40K",Blue,3411,1472,0.432
780289308,"Attrited Customer",61,F,"High School",Married,"Less than $40K",Blue,4130,0,0
714503433,"Attrited Customer",57,F,Doctorate,Married,"Less than $40K",Blue,1615,950,0.588
715497558,"Attrited Customer",44,F,College,Married,"Less than $40K",Blue,3052,0,0
717252483,"Attrited Customer",57,F,Graduate,Married,"Less than $40K",Blue,2796,0,0
719742108,"Attrited Customer",38,F,"High School",Single,"Less than $40K",Blue,3554,0,0
717208833,"Attrited Customer",34,F,"High School",Single,"Less than $40K",Blue,1576,0,0
713463708,"Attrited Customer",40,F,Graduate,Single,"Less than $40K",Blue,1438,0,0
711790308,"Attrited Customer",54,F,"High School",Unknown,"Less than $40K",Blue,2223,632,0.284
712046808,"Attrited Customer",49,F,Doctorate,Divorced,Unknown,Blue,3802,1558,0.41
708888633,"Attrited Customer",52,M,Doctorate,Married,"$80K - $120K",Blue,3022,895,0.296
812406183,"Attrited Customer",45,F,Unknown,Single,"Less than $40K",Blue,1438,0,0
714595983,"Attrited Customer",49,F,Uneducated,Married,"$40K - $60K",Blue,1438,522,0.363
720270633,"Attrited Customer",40,F,Graduate,Single,"Less than $40K",Blue,1516,0,0
718653333,"Attrited Customer",45,F,College,Single,"Less than $40K",Blue,1833,0,0
711724083,"Attrited Customer",27,F,Unknown,Single,"Less than $40K",Blue,1835,1647,0.898
713422083,"Attrited Customer",30,F,Graduate,Single,"Less than $40K",Blue,1574,0,0
712222758,"Attrited Customer",38,F,Graduate,Married,"Less than $40K",Blue,2300,0,0
718148358,"Attrited Customer",50,F,"High School",Married,"Less than $40K",Blue,1572,0,0
794507133,"Attrited Customer",37,F,Doctorate,Single,"$40K - $60K",Blue,1900,0,0
767266758,"Attrited Customer",41,F,"High School",Single,"Less than $40K",Blue,1661,0,0
720739083,"Attrited Customer",36,F,Post-Graduate,Married,"Less than $40K",Blue,1691,0,0
713594883,"Attrited Customer",44,F,Uneducated,Single,Unknown,Blue,1486,849,0.571
714962658,"Attrited Customer",35,M,Unknown,Single,"Less than $40K",Blue,1931,0,0
717429258,"Attrited Customer",48,F,Doctorate,Single,"Less than $40K",Blue,1644,500,0.304
709548783,"Attrited Customer",44,M,Doctorate,Unknown,"$40K - $60K",Blue,1438,0,0
713336883,"Attrited Customer",61,F,"High School",Single,"Less than $40K",Blue,1760,0,0
809626983,"Attrited Customer",48,F,"High School",Married,"Less than $40K",Blue,1670,0,0
772728933,"Attrited Customer",50,M,"High School",Married,"$120K +",Blue,13709,813,0.059
815320383,"Attrited Customer",46,F,Unknown,Unknown,"Less than $40K",Blue,4710,0,0
714475908,"Attrited Customer",43,M,Uneducated,Single,"$60K - $80K",Blue,6348,0,0
716790633,"Attrited Customer",43,M,Graduate,Married,"$60K - $80K",Blue,17239,0,0
716127333,"Attrited Customer",45,F,Graduate,Married,Unknown,Blue,18432,484,0.026
780032208,"Attrited Customer",44,M,Graduate,Married,"$60K - $80K",Blue,14201,0,0
789052308,"Attrited Customer",40,M,Graduate,Unknown,"$40K - $60K",Blue,4323,0,0
714948858,"Attrited Customer",50,F,Unknown,Single,"Less than $40K",Blue,3647,2517,0.69
719685408,"Attrited Customer",40,M,Uneducated,Married,"$60K - $80K",Blue,6332,318,0.05
710284233,"Attrited Customer",33,M,Uneducated,Married,"$80K - $120K",Blue,1438,0,0
713312208,"Attrited Customer",53,M,"High School",Married,"$40K - $60K",Blue,3146,0,0
779844408,"Attrited Customer",43,F,Post-Graduate,Married,"Less than $40K",Blue,1438,0,0
801715383,"Attrited Customer",45,M,Graduate,Married,"$60K - $80K",Blue,12890,0,0
714188883,"Attrited Customer",46,F,Doctorate,Single,"Less than $40K",Blue,1787,0,0
708536283,"Attrited Customer",35,M,Doctorate,Single,"$80K - $120K",Blue,2904,2517,0.867
709307808,"Attrited Customer",59,F,"High School",Married,"$40K - $60K",Blue,4375,0,0
715701033,"Attrited Customer",43,M,Graduate,Married,"$80K - $120K",Blue,2111,1761,0.834
718826883,"Attrited Customer",50,M,Uneducated,Single,"$80K - $120K",Blue,6925,0,0
815504583,"Attrited Customer",48,F,Graduate,Single,"$40K - $60K",Blue,1538,0,0
709891608,"Attrited Customer",41,M,"High School",Married,"$120K +",Blue,9924,0,0
711949683,"Attrited Customer",55,F,College,Divorced,"$40K - $60K",Blue,4410,2517,0.571
787747308,"Attrited Customer",49,F,Uneducated,Unknown,"Less than $40K",Blue,3468,2517,0.726
779104608,"Attrited Customer",34,F,"High School",Unknown,Unknown,Blue,1438,0,0
713804883,"Attrited Customer",46,F,Post-Graduate,Single,"Less than $40K",Blue,1836,0,0
753795633,"Attrited Customer",48,F,Uneducated,Married,"Less than $40K",Blue,2964,2517,0.849
817607358,"Attrited Customer",44,F,"High School",Unknown,Unknown,Gold,34516,0,0
712297683,"Attrited Customer",47,F,College,Married,"Less than $40K",Blue,1781,0,0
714684933,"Attrited Customer",40,F,Uneducated,Married,"Less than $40K",Blue,3680,0,0
720742083,"Attrited Customer",48,F,Unknown,Married,"Less than $40K",Blue,2740,2425,0.885
721124658,"Attrited Customer",40,M,Uneducated,Single,"$80K - $120K",Blue,3427,0,0
720815208,"Attrited Customer",52,M,"High School",Single,"$120K +",Blue,34516,216,0.006
720520308,"Attrited Customer",46,F,Graduate,Married,"Less than $40K",Blue,8318,2517,0.303
798972183,"Attrited Customer",49,F,Unknown,Single,"$40K - $60K",Blue,1643,526,0.32
714250908,"Attrited Customer",53,F,Graduate,Married,"Less than $40K",Blue,2927,2517,0.86
719384433,"Attrited Customer",44,F,"High School",Divorced,"Less than $40K",Blue,1877,1203,0.641
789880533,"Attrited Customer",46,F,Graduate,Single,"$40K - $60K",Blue,5913,1651,0.279
711221958,"Attrited Customer",43,F,Graduate,Single,"$40K - $60K",Blue,2867,0,0
716368008,"Attrited Customer",54,F,Graduate,Married,Unknown,Blue,3137,959,0.306
712092783,"Attrited Customer",47,F,Doctorate,Single,"Less than $40K",Blue,2437,0,0
708726708,"Attrited Customer",42,F,Graduate,Single,"$40K - $60K",Blue,1451,599,0.413
712767858,"Attrited Customer",42,F,College,Single,"$40K - $60K",Blue,1438,1223,0.85
712445583,"Attrited Customer",33,F,College,Single,Unknown,Blue,2299,0,0
713891133,"Attrited Customer",41,F,Unknown,Single,"Less than $40K",Blue,1438,834,0.58
779279883,"Attrited Customer",60,F,"High School",Married,"Less than $40K",Blue,1438,0,0
712953483,"Attrited Customer",64,F,Graduate,Single,"Less than $40K",Blue,1682,0,0
779029458,"Attrited Customer",54,F,Post-Graduate,Single,"Less than $40K",Blue,1724,0,0
765459858,"Attrited Customer",47,M,Graduate,Divorced,"Less than $40K",Blue,6397,0,0
714894708,"Attrited Customer",53,M,Uneducated,Unknown,"$120K +",Blue,23958,2517,0.105
720130233,"Attrited Customer",48,M,"High School",Single,"$60K - $80K",Blue,1641,0,0
718279008,"Attrited Customer",44,M,"High School",Single,"$60K - $80K",Silver,25276,0,0
814091058,"Attrited Customer",38,F,College,Single,"Less than $40K",Blue,3119,2517,0.807
710555433,"Attrited Customer",42,F,Graduate,Single,"Less than $40K",Blue,2803,0,0
718263108,"Attrited Customer",44,F,Unknown,Divorced,"Less than $40K",Blue,1693,1457,0.861
779931783,"Attrited Customer",52,M,"High School",Single,"$120K +",Blue,34516,0,0
712691883,"Attrited Customer",41,F,"High School",Married,"Less than $40K",Blue,2811,2404,0.855
712611108,"Attrited Customer",59,F,Unknown,Single,"Less than $40K",Blue,7501,2517,0.336
708316008,"Attrited Customer",59,F,Graduate,Single,Unknown,Blue,10031,0,0
711846183,"Attrited Customer",38,F,Graduate,Single,"$40K - $60K",Blue,2669,0,0
720612333,"Attrited Customer",44,F,College,Single,"Less than $40K",Blue,1951,0,0
710525508,"Attrited Customer",48,F,"High School",Married,"Less than $40K",Blue,1438,455,0.316
757854858,"Attrited Customer",50,M,Unknown,Married,"$60K - $80K",Blue,3143,0,0
714319233,"Attrited Customer",44,M,Graduate,Divorced,"$60K - $80K",Blue,6538,0,0
709232808,"Attrited Customer",44,F,Unknown,Divorced,"$40K - $60K",Blue,1689,0,0
711474333,"Attrited Customer",57,F,Uneducated,Single,"Less than $40K",Blue,1614,0,0
714527433,"Attrited Customer",39,M,Graduate,Married,"$80K - $120K",Blue,17523,0,0
714014733,"Attrited Customer",33,M,College,Single,"$80K - $120K",Blue,9642,1431,0.148
712733958,"Attrited Customer",46,F,Unknown,Single,"Less than $40K",Blue,1731,0,0
716122008,"Attrited Customer",44,F,Unknown,Married,"Less than $40K",Blue,1855,0,0
714960408,"Attrited Customer",44,F,College,Single,"Less than $40K",Blue,1605,890,0.555
772382283,"Attrited Customer",46,F,Graduate,Married,"Less than $40K",Blue,2302,1593,0.692
714266883,"Attrited Customer",54,F,Post-Graduate,Unknown,"Less than $40K",Blue,2440,503,0.206
717219933,"Attrited Customer",47,F,Unknown,Single,"Less than $40K",Blue,2402,628,0.261
719986758,"Attrited Customer",46,F,Unknown,Single,"$40K - $60K",Blue,3001,0,0
